username,rating,text,date,thumbsUp,replyContent,replyDate,translated_text,clean_text
Pengguna Google,1,kikir,2025-10-27 13:22:58,0,,,kikir,kikir
Pengguna Google,5,Mantap untuk sudah noticed,2025-10-27 13:18:13,1,,,Mantap untuk sudah noticed,Mantap untuk sudah noticed
Pengguna Google,5,chill and good game,2025-10-27 13:13:19,0,,,chill and good game,chill and good game
Pengguna Google,1,"Strange game with 4G network still lagging, tired of repeating it, please fix the developer again ngentoddddddd",2025-10-27 12:53:25,0,,,"Strange game with 4G network still lagging, tired of repeating it, please fix the developer again ngentoddddddd","Strange game with 4G network still lagging, tired of repeating it, please fix the developer again ngentoddddddd"
Pengguna Google,5,"gamenya seru.. kasih bintang 5 agar ga buriq"" amat ratingnya😌 mohon dengarkan kata"" players ya.. harga gacha di turunin 3000>1500.. tolong tambahkan sistem(sekali gagal mendapat karakter banner, di 5* berikutnya jaminan dapat character banner tersebut).. banyakin bansos, karna baru rilis.. dan konsumsi energinya mohon di kurangin, 20-30 turunin 10-20 okelah.. dan sistem copyright yg di alami content creator. mohon di kurangin, beri peringatan untuk yg makai di luar bermain game StellaSora",2025-10-27 12:50:50,0,,,"gamenya seru.. kasih bintang 5 agar ga buriq"" amat ratingnya😌 mohon dengarkan kata"" players ya.. harga gacha di turunin 3000>1500.. tolong tambahkan sistem(sekali gagal mendapat karakter banner, di 5* berikutnya jaminan dapat character banner tersebut).. banyakin bansos, karna baru rilis.. dan konsumsi energinya mohon di kurangin, 20-30 turunin 10-20 okelah.. dan sistem copyright yg di alami content creator. mohon di kurangin, beri peringatan untuk yg makai di luar bermain game StellaSora","gamenya seru.. kasih bintang 5 agar ga buriq"" amat ratingnya😌 mohon dengarkan kata"" players ya.. harga gacha di turunin 3000>1500.. tolong tambahkan sistem(sekali gagal mendapat karakter banner, di 5* berikutnya jaminan dapat character banner tersebut).. banyakin bansos, karna baru rilis.. dan konsumsi energinya mohon di kurangin, 20-30 turunin 10-20 okelah.. dan sistem copyright yg di alami content creator. mohon di kurangin, beri peringatan untuk yg makai di luar bermain game StellaSora"
Pengguna Google,5,buat yang liat komen ini sebenarnya top up yang $100 tanpa bonus itu dapat 8500+5100 jadi jangan salah informasi dulu ya teman teman,2025-10-27 12:48:51,1,,,buat yang liat komen ini sebenarnya top up yang $100 tanpa bonus itu dapat 8500+5100 jadi jangan salah informasi dulu ya teman teman,buat yang liat komen ini sebenarnya top up yang $100 tanpa bonus itu dapat 8500+5100 jadi jangan salah informasi dulu ya teman teman
Pengguna Google,3,"please give us very low graphic, and off for skill effect and number off damage",2025-10-27 12:47:49,0,,,"please give us very low graphic, and off for skill effect and number off damage","please give us very low graphic, and off for skill effect and number off damage"
Pengguna Google,1,"Hey, could you guys make a special stage like ""annihilation"" in Arknights that's more useful than your apology gifts? You are not solving the main problem.",2025-10-27 12:47:43,11,,,"Hey, could you guys make a special stage like ""annihilation"" in Arknights that's more useful than your apology gifts? You are not solving the main problem.","Hey, could you guys make a special stage like ""annihilation"" in Arknights that's more useful than your apology gifts? You are not solving the main problem."
Pengguna Google,1,Game yang kekikiran nya setingkat dewa Zeus.,2025-10-27 12:47:18,0,,,Game yang kekikiran nya setingkat dewa Zeus.,Game yang kekikiran nya setingkat dewa Zeus.
Pengguna Google,5,game gacha paling goblok,2025-10-27 12:45:43,0,,,game gacha paling goblok,game gacha paling goblok
Pengguna Google,3,fix ur gacha spend if this game want live longer,2025-10-27 12:37:40,0,,,fix ur gacha spend if this game want live longer,fix ur gacha spend if this game want live longer
Pengguna Google,5,"cukup bisa mengisi waktu luang, bagus😁 masalah gacha lihat dulu beberapa bulan jelek atau enggak sistemnya. kalau bagus top up karakter yang penting penting aja, kalau semua diincar ya pasti kesusahan karna ini game gacha.",2025-10-27 12:34:40,0,,,"cukup bisa mengisi waktu luang, bagus😁 masalah gacha lihat dulu beberapa bulan jelek atau enggak sistemnya. kalau bagus top up karakter yang penting penting aja, kalau semua diincar ya pasti kesusahan karna ini game gacha.","cukup bisa mengisi waktu luang, bagus😁 masalah gacha lihat dulu beberapa bulan jelek atau enggak sistemnya. kalau bagus top up karakter yang penting penting aja, kalau semua diincar ya pasti kesusahan karna ini game gacha."
Pengguna Google,3,sistem gacha yang sangat mahal,2025-10-27 12:31:00,0,,,sistem gacha yang sangat mahal,sistem gacha yang sangat mahal
Pengguna Google,1,"semuanya bagus, tapi tidak dengan gachanya, sudah ada sistem rate off rate on, gacha 3000 / 10pull, mencari crystal untuk gacha saja sudah sangat sulit, developer, saya kecewa untuk game yg saya tunggu tunggu ini",2025-10-27 12:26:59,0,,,"semuanya bagus, tapi tidak dengan gachanya, sudah ada sistem rate off rate on, gacha 3000 / 10pull, mencari crystal untuk gacha saja sudah sangat sulit, developer, saya kecewa untuk game yg saya tunggu tunggu ini","semuanya bagus, tapi tidak dengan gachanya, sudah ada sistem rate off rate on, gacha 3000 / 10pull, mencari crystal untuk gacha saja sudah sangat sulit, developer, saya kecewa untuk game yg saya tunggu tunggu ini"
Pengguna Google,3,"the gacha still suck, give me gothic loli i'll give you 5 star",2025-10-27 12:22:36,0,,,"the gacha still suck, give me gothic loli i'll give you 5 star","the gacha still suck, give me gothic loli i'll give you 5 star"
Pengguna Google,5,"perbanyak reward, supaya f2p betah.",2025-10-27 12:22:27,0,,,"perbanyak reward, supaya f2p betah.","perbanyak reward, supaya f2p betah."
Pengguna Google,5,gameplay lumayan bagus tapi tolong perbaiki sistem gacha yostar! yang kemahalan.tolong yostar segera tanggapi keluhan player nya.semoga game ini tidak tutup nya.🙂,2025-10-27 12:21:23,0,,,gameplay lumayan bagus tapi tolong perbaiki sistem gacha yostar! yang kemahalan.tolong yostar segera tanggapi keluhan player nya.semoga game ini tidak tutup nya.🙂,gameplay lumayan bagus tapi tolong perbaiki sistem gacha yostar! yang kemahalan.tolong yostar segera tanggapi keluhan player nya.semoga game ini tidak tutup nya.🙂
Pengguna Google,5,"gamenya sudah mulai bagus, cuma tolong perbaiki lagi masalah jaringan dan juga terkadang aku tiba-tiba keluar dari apk nya. jadi itu saja dariku 🙏",2025-10-27 12:16:06,0,,,"gamenya sudah mulai bagus, cuma tolong perbaiki lagi masalah jaringan dan juga terkadang aku tiba-tiba keluar dari apk nya. jadi itu saja dariku 🙏","gamenya sudah mulai bagus, cuma tolong perbaiki lagi masalah jaringan dan juga terkadang aku tiba-tiba keluar dari apk nya. jadi itu saja dariku 🙏"
Pengguna Google,5,bagus cuman minus sistem gacha,2025-10-27 12:10:03,0,,,bagus cuman minus sistem gacha,bagus cuman minus sistem gacha
Pengguna Google,5,"overall gua suka, minus di gacha aja gak ngotak",2025-10-27 12:04:26,0,,,"overall gua suka, minus di gacha aja gak ngotak","overall gua suka, minus di gacha aja gak ngotak"
Pengguna Google,5,mantap yostar😹,2025-10-27 11:55:31,0,,,mantap yostar😹,mantap yostar😹
Pengguna Google,1,perbaiki sistem gacha nya dlu lah,2025-10-27 11:51:56,0,,,perbaiki sistem gacha nya dlu lah,perbaiki sistem gacha nya dlu lah
Pengguna Google,5,bagus,2025-10-27 11:41:25,0,,,bagus,bagus
Pengguna Google,1,"ini developer nya terus aja ngasih bansos, sengaja banget buat pengalihan isu biar player-player gak protes sama sistem gacha nya yang busuk. padahal kan yang diminta player sistem gacha nya yang dibenerin.. emang rakus banget ni developer, gak sekalian rate nya lebih dikecilin sama harga gacha nya dinaikin lagi? biar makin untung kan??",2025-10-27 11:28:20,0,,,"ini developer nya terus aja ngasih bansos, sengaja banget buat pengalihan isu biar player-player gak protes sama sistem gacha nya yang busuk. padahal kan yang diminta player sistem gacha nya yang dibenerin.. emang rakus banget ni developer, gak sekalian rate nya lebih dikecilin sama harga gacha nya dinaikin lagi? biar makin untung kan??","ini developer nya terus aja ngasih bansos, sengaja banget buat pengalihan isu biar player-player gak protes sama sistem gacha nya yang busuk. padahal kan yang diminta player sistem gacha nya yang dibenerin.. emang rakus banget ni developer, gak sekalian rate nya lebih dikecilin sama harga gacha nya dinaikin lagi? biar makin untung kan??"
Pengguna Google,5,No komen,2025-10-27 11:24:59,0,,,No komen,No komen
Pengguna Google,5,game baik,2025-10-27 11:23:19,0,,,game baik,game baik
Pengguna Google,1,pelit,2025-10-27 11:15:07,0,,,pelit,pelit
Pengguna Google,5,"Mendingan lah dikasih reward jangka pendek, tapi jangan sampai terlena dengan tujuan utama. yaitu menurunkan currency system gacha nya yang mahal",2025-10-27 11:10:18,0,,,"Mendingan lah dikasih reward jangka pendek, tapi jangan sampai terlena dengan tujuan utama. yaitu menurunkan currency system gacha nya yang mahal","Mendingan lah dikasih reward jangka pendek, tapi jangan sampai terlena dengan tujuan utama. yaitu menurunkan currency system gacha nya yang mahal"
Pengguna Google,4,"masih susah, tapi dapat bansos dan mendengar suara playernya bagus lah kasih segini dulu.",2025-10-27 11:09:40,1,,,"masih susah, tapi dapat bansos dan mendengar suara playernya bagus lah kasih segini dulu.","masih susah, tapi dapat bansos dan mendengar suara playernya bagus lah kasih segini dulu."
Pengguna Google,2,sebenernya gameplaynya bagus + ada disc + L2D tetapi yng jafi problemnya adalah sistem rewardnya yang terlalu hard untuk F2P. terlebih top upnya g sampai 10× gacha. Untuk gacha ya seusai kehokian masing2 jadi jgn maki2 klo hokinya ampas 🗿,2025-10-27 11:07:08,0,,,sebenernya gameplaynya bagus + ada disc + L2D tetapi yng jafi problemnya adalah sistem rewardnya yang terlalu hard untuk F2P. terlebih top upnya g sampai 10× gacha. Untuk gacha ya seusai kehokian masing2 jadi jgn maki2 klo hokinya ampas 🗿,sebenernya gameplaynya bagus + ada disc + L2D tetapi yng jafi problemnya adalah sistem rewardnya yang terlalu hard untuk F2P. terlebih top upnya g sampai 10× gacha. Untuk gacha ya seusai kehokian masing2 jadi jgn maki2 klo hokinya ampas 🗿
Pengguna Google,4,"gamenya bagus dan grafiknya oke, tapi tolong rate untuk mendapatkan karakter bintang 5 dinaikkan supaya player Stella sora bisa senang, bansosnya diperbanyak, dan saat aku main gamenya agak patah-patah/ngeleg jadi tolong diperbaiki juga",2025-10-27 11:02:38,0,,,"gamenya bagus dan grafiknya oke, tapi tolong rate untuk mendapatkan karakter bintang 5 dinaikkan supaya player Stella sora bisa senang, bansosnya diperbanyak, dan saat aku main gamenya agak patah-patah/ngeleg jadi tolong diperbaiki juga","gamenya bagus dan grafiknya oke, tapi tolong rate untuk mendapatkan karakter bintang 5 dinaikkan supaya player Stella sora bisa senang, bansosnya diperbanyak, dan saat aku main gamenya agak patah-patah/ngeleg jadi tolong diperbaiki juga"
Pengguna Google,1,"Very bad customization, in-game always disconnects which makes the playing feeling uncomfortable and emotional, try to fix it and listen to the players if you want your game not to be a DEAD GAME.",2025-10-27 11:02:22,0,,,"Very bad customization, in-game always disconnects which makes the playing feeling uncomfortable and emotional, try to fix it and listen to the players if you want your game not to be a DEAD GAME.","Very bad customization, in-game always disconnects which makes the playing feeling uncomfortable and emotional, try to fix it and listen to the players if you want your game not to be a DEAD GAME."
Pengguna Google,5,sistem gacha nya ubah lah masa 10 spin 3000 genshin aja ga segitu 😑,2025-10-27 11:01:02,0,,,sistem gacha nya ubah lah masa 10 spin 3000 genshin aja ga segitu 😑,sistem gacha nya ubah lah masa 10 spin 3000 genshin aja ga segitu 😑
Pengguna Google,5,"Game baik gini kirik darimana nya😍 yang bilang kirik-kirik pasti ga main Semtella Sora, cobain brok game seasik Semtella sora yakali dibiarin di playstor😤 harus di donglod, apalagi Mc nya sangat sangat CNNY😭😭😭😭😭😭😭😭😭😭😭💢😭💢😭💢😭💢😭💢😭💢😭💢😭💢😭",2025-10-27 10:52:02,0,,,"Game baik gini kirik darimana nya😍 yang bilang kirik-kirik pasti ga main Semtella Sora, cobain brok game seasik Semtella sora yakali dibiarin di playstor😤 harus di donglod, apalagi Mc nya sangat sangat CNNY😭😭😭😭😭😭😭😭😭😭😭💢😭💢😭💢😭💢😭💢😭💢😭💢😭💢😭","Game baik gini kirik darimana nya😍 yang bilang kirik-kirik pasti ga main Semtella Sora, cobain brok game seasik Semtella sora yakali dibiarin di playstor😤 harus di donglod, apalagi Mc nya sangat sangat CNNY😭😭😭😭😭😭😭😭😭😭😭💢😭💢😭💢😭💢😭💢😭💢😭💢😭💢😭"
Pengguna Google,3,masih bug kalo mau login,2025-10-27 10:49:32,0,,,masih bug kalo mau login,masih bug kalo mau login
Pengguna Google,5,gem baik (oke skrng kasih saya disc chitose dan shia),2025-10-27 10:44:17,0,,,gem baik (oke skrng kasih saya disc chitose dan shia),gem baik (oke skrng kasih saya disc chitose dan shia)
Pengguna Google,5,game 😀,2025-10-27 10:30:40,2,,,game 😀,game 😀
Pengguna Google,3,"Masih Gua Pantau ! Tolong utk total 10x Gacha jng 3000 Dust, klo bisa setengahnya atau 1000 Dust saja !!",2025-10-27 10:30:22,1,,,"Masih Gua Pantau ! Tolong utk total 10x Gacha jng 3000 Dust, klo bisa setengahnya atau 1000 Dust saja !!","Masih Gua Pantau ! Tolong utk total 10x Gacha jng 3000 Dust, klo bisa setengahnya atau 1000 Dust saja !!"
Pengguna Google,1,currency gacha ny mahal,2025-10-27 10:29:26,0,,,currency gacha ny mahal,currency gacha ny mahal
Pengguna Google,5,mulai nda kikir tawa,2025-10-27 10:27:29,2,,,mulai nda kikir tawa,mulai nda kikir tawa
Pengguna Google,5,"Game bagus, story gw demen. UI-nya juga bersih rapih banget👌",2025-10-27 10:11:01,0,,,"Game bagus, story gw demen. UI-nya juga bersih rapih banget👌","Game bagus, story gw demen. UI-nya juga bersih rapih banget👌"
Pengguna Google,3,tolong turunkan harga gachanya🙏🏻,2025-10-27 10:10:22,0,,,tolong turunkan harga gachanya🙏🏻,tolong turunkan harga gachanya🙏🏻
Pengguna Google,5,"Stella Sora adalah game RPG dengan grafis indah, karakter menarik, dan gameplay strategis yang memuaskan. Setiap pertarungan terasa dinamis dengan animasi halus serta sistem elemen yang menuntut strategi. Ceritanya dalam dan penuh misteri, didukung musik epik yang memperkuat suasana. Interaksi antar karakter juga terasa hidup, membuat pemain betah menjelajahi dunia fantasinya. Secara keseluruhan, Stella Sora layak mendapat rating tinggi.",2025-10-27 10:10:10,0,,,"Stella Sora adalah game RPG dengan grafis indah, karakter menarik, dan gameplay strategis yang memuaskan. Setiap pertarungan terasa dinamis dengan animasi halus serta sistem elemen yang menuntut strategi. Ceritanya dalam dan penuh misteri, didukung musik epik yang memperkuat suasana. Interaksi antar karakter juga terasa hidup, membuat pemain betah menjelajahi dunia fantasinya. Secara keseluruhan, Stella Sora layak mendapat rating tinggi.","Stella Sora adalah game RPG dengan grafis indah, karakter menarik, dan gameplay strategis yang memuaskan. Setiap pertarungan terasa dinamis dengan animasi halus serta sistem elemen yang menuntut strategi. Ceritanya dalam dan penuh misteri, didukung musik epik yang memperkuat suasana. Interaksi antar karakter juga terasa hidup, membuat pemain betah menjelajahi dunia fantasinya. Secara keseluruhan, Stella Sora layak mendapat rating tinggi."
Pengguna Google,5,MANTAP,2025-10-27 10:09:53,0,,,MANTAP,MANTAP
Pengguna Google,5,"kaga jadi bintang 1 gara gara karakter, bansos, music, style pertarungan, grafik jebol parah.",2025-10-27 10:09:18,1,,,"kaga jadi bintang 1 gara gara karakter, bansos, music, style pertarungan, grafik jebol parah.","kaga jadi bintang 1 gara gara karakter, bansos, music, style pertarungan, grafik jebol parah."
Pengguna Google,5,nice udah tobat,2025-10-27 10:03:12,0,,,nice udah tobat,nice udah tobat
Pengguna Google,4,karena gw dah hoki tak kasih b4 aja hehe.,2025-10-27 09:55:46,0,,,karena gw dah hoki tak kasih b4 aja hehe.,karena gw dah hoki tak kasih b4 aja hehe.
Pengguna Google,5,"game nya bagus, btw kalo udah upgrade chitose sampe lv 90, apakah bakalan dapet awaken nya yg versi pake baju putih itu yg kayak di banner nya?",2025-10-27 09:48:46,0,,,"game nya bagus, btw kalo udah upgrade chitose sampe lv 90, apakah bakalan dapet awaken nya yg versi pake baju putih itu yg kayak di banner nya?","game nya bagus, btw kalo udah upgrade chitose sampe lv 90, apakah bakalan dapet awaken nya yg versi pake baju putih itu yg kayak di banner nya?"
Pengguna Google,5,untuk sekarang udah lumayan... kalo bisa gacha dikurangin 10x gacha 1500,2025-10-27 09:47:39,0,,,untuk sekarang udah lumayan... kalo bisa gacha dikurangin 10x gacha 1500,untuk sekarang udah lumayan... kalo bisa gacha dikurangin 10x gacha 1500
Pengguna Google,4,Gamenya dah bagus tapi cuman Gachanya terlalu mahal,2025-10-27 09:41:45,0,,,Gamenya dah bagus tapi cuman Gachanya terlalu mahal,Gamenya dah bagus tapi cuman Gachanya terlalu mahal
Pengguna Google,5,yang sbr developer ny,2025-10-27 09:36:59,0,,,yang sbr developer ny,yang sbr developer ny
Pengguna Google,5,oke grafik mantep 👍👍👍,2025-10-27 09:25:46,0,,,oke grafik mantep 👍👍👍,oke grafik mantep 👍👍👍
Pengguna Google,1,"fix the gacha system, and reduce the use of vigor in the game",2025-10-27 09:15:55,0,,,"fix the gacha system, and reduce the use of vigor in the game","fix the gacha system, and reduce the use of vigor in the game"
Pengguna Google,5,i love so much this game. thanks dev,2025-10-27 09:02:57,0,,,i love so much this game. thanks dev,i love so much this game. thanks dev
Pengguna Google,2,gameplay udah bagus tapi tolong dong Gacha nya jangan kemahalan 😭😭,2025-10-27 08:42:51,0,,,gameplay udah bagus tapi tolong dong Gacha nya jangan kemahalan 😭😭,gameplay udah bagus tapi tolong dong Gacha nya jangan kemahalan 😭😭
Pengguna Google,5,dari segi gameplay nih game cukup bagus,2025-10-27 08:31:18,0,,,dari segi gameplay nih game cukup bagus,dari segi gameplay nih game cukup bagus
Pengguna Google,1,"edan ini game reword dikit tapi bahan buat gacha ngk ngotak perasaan di CBT cuma 1.500 aja ini kok jadi 3.000 sebaiknya cepet² di rubah dah sebelum ini game eos duluan sebelum GT, dan satu lagi mudah bener ngasih ulasan bagus modal di kasih 1x multi,ketahuan banget tuh kalo pas lagi pemilu dan di kasih bansos auto nyoblos tokoh tertentu, terdeteksi kau buzzer yostar( sebenarnya itu player BA yang rating pasti wkwkw)",2025-10-27 08:18:00,2,,,"edan ini game reword dikit tapi bahan buat gacha ngk ngotak perasaan di CBT cuma 1.500 aja ini kok jadi 3.000 sebaiknya cepet² di rubah dah sebelum ini game eos duluan sebelum GT, dan satu lagi mudah bener ngasih ulasan bagus modal di kasih 1x multi,ketahuan banget tuh kalo pas lagi pemilu dan di kasih bansos auto nyoblos tokoh tertentu, terdeteksi kau buzzer yostar( sebenarnya itu player BA yang rating pasti wkwkw)","edan ini game reword dikit tapi bahan buat gacha ngk ngotak perasaan di CBT cuma 1.500 aja ini kok jadi 3.000 sebaiknya cepet² di rubah dah sebelum ini game eos duluan sebelum GT, dan satu lagi mudah bener ngasih ulasan bagus modal di kasih 1x multi,ketahuan banget tuh kalo pas lagi pemilu dan di kasih bansos auto nyoblos tokoh tertentu, terdeteksi kau buzzer yostar( sebenarnya itu player BA yang rating pasti wkwkw)"
Pengguna Google,3,Setidaknya Developer game nya mau dengerin permintaan dari playernya,2025-10-27 08:16:30,1,,,Setidaknya Developer game nya mau dengerin permintaan dari playernya,Setidaknya Developer game nya mau dengerin permintaan dari playernya
Pengguna Google,2,real game kikir soal gacha,2025-10-27 08:12:13,0,,,real game kikir soal gacha,real game kikir soal gacha
Pengguna Google,1,Adjust gacha sistem,2025-10-27 08:04:57,0,,,Adjust gacha sistem,Adjust gacha sistem
Pengguna Google,3,Kl hoki Lg nambah bintangny,2025-10-27 08:00:20,1,,,Kl hoki Lg nambah bintangny,Kl hoki Lg nambah bintangny
Pengguna Google,5,"gameplay nya bagus bet sih, tapi gacha nya tolong jangan kikir 🐔",2025-10-27 07:53:15,0,,,"gameplay nya bagus bet sih, tapi gacha nya tolong jangan kikir 🐔","gameplay nya bagus bet sih, tapi gacha nya tolong jangan kikir 🐔"
Pengguna Google,1,game kikir next generation,2025-10-27 07:50:55,0,,,game kikir next generation,game kikir next generation
Pengguna Google,1,"bansos pelit, gacha miris. story ngebosenin",2025-10-27 07:46:01,0,,,"bansos pelit, gacha miris. story ngebosenin","bansos pelit, gacha miris. story ngebosenin"
Pengguna Google,1,"I will give 5 if I get chisato's disk, if not then this review stay at 1 star. currently on 70 pull, 50 pull left for the disk....",2025-10-27 07:43:57,0,,,"I will give 5 if I get chisato's disk, if not then this review stay at 1 star. currently on 70 pull, 50 pull left for the disk....","I will give 5 if I get chisato's disk, if not then this review stay at 1 star. currently on 70 pull, 50 pull left for the disk...."
Pengguna Google,5,game bagus,2025-10-27 07:35:01,0,,,game bagus,game bagus
Pengguna Google,5,This is very good,2025-10-27 07:18:39,0,,,This is very good,This is very good
Pengguna Google,5,nice game,2025-10-27 07:05:34,0,,,nice game,nice game
Pengguna Google,5,"untuk keseluruhan bagus , cuma perlu sedikit improvement",2025-10-27 07:03:45,0,,,"untuk keseluruhan bagus , cuma perlu sedikit improvement","untuk keseluruhan bagus , cuma perlu sedikit improvement"
Pengguna Google,5,"tolong optimalkan game ini soalnya lag bgt, gachanya juga agak murahin",2025-10-27 07:01:28,1,,,"tolong optimalkan game ini soalnya lag bgt, gachanya juga agak murahin","tolong optimalkan game ini soalnya lag bgt, gachanya juga agak murahin"
Pengguna Google,5,"sangat menyenangkan,game nya menantang,sistem gacha yang sangat baik(kikir jir😹),sangat bagus banyak chr imut💦💦🥵",2025-10-27 06:57:50,0,,,"sangat menyenangkan,game nya menantang,sistem gacha yang sangat baik(kikir jir😹),sangat bagus banyak chr imut💦💦🥵","sangat menyenangkan,game nya menantang,sistem gacha yang sangat baik(kikir jir😹),sangat bagus banyak chr imut💦💦🥵"
Pengguna Google,1,game kek tai,2025-10-27 06:57:39,0,,,game kek tai,game kek tai
Pengguna Google,5,dasar kikir,2025-10-27 06:56:53,2,,,dasar kikir,dasar kikir
Pengguna Google,5,finally gak kikir,2025-10-27 06:54:54,0,,,finally gak kikir,finally gak kikir
Pengguna Google,5,kelas,2025-10-27 06:37:28,3,,,kelas,kelas
Pengguna Google,5,"game bagus, semoga ditambah pilihan bhs jepang dan bhs lain di server global",2025-10-27 06:29:12,0,,,"game bagus, semoga ditambah pilihan bhs jepang dan bhs lain di server global","game bagus, semoga ditambah pilihan bhs jepang dan bhs lain di server global"
Pengguna Google,3,"energy cost buat farming boros banget😭, buat gacha nya juga lumayan mahal 3000 untuk 10x gacha, mungkin bisa di kurangin untuk energy cost buat farming nya. Buat keseluruhan game nya sih gak ada masalah kecuali di energy cost dan gacha nya ahh... sama mungkin event di sediakan? saya tidak liat ada event di game ini sama sekali atau memang tidak ada?😌 ya.. itu saja dari saya, semoga di dengar.",2025-10-27 06:19:12,0,,,"energy cost buat farming boros banget😭, buat gacha nya juga lumayan mahal 3000 untuk 10x gacha, mungkin bisa di kurangin untuk energy cost buat farming nya. Buat keseluruhan game nya sih gak ada masalah kecuali di energy cost dan gacha nya ahh... sama mungkin event di sediakan? saya tidak liat ada event di game ini sama sekali atau memang tidak ada?😌 ya.. itu saja dari saya, semoga di dengar.","energy cost buat farming boros banget😭, buat gacha nya juga lumayan mahal 3000 untuk 10x gacha, mungkin bisa di kurangin untuk energy cost buat farming nya. Buat keseluruhan game nya sih gak ada masalah kecuali di energy cost dan gacha nya ahh... sama mungkin event di sediakan? saya tidak liat ada event di game ini sama sekali atau memang tidak ada?😌 ya.. itu saja dari saya, semoga di dengar."
Pengguna Google,5,"secara design karakter saya sangat menyukai nya, walau sistem gacha terlalu mahal tapi itu tidak akan memengaruhi jalan ceritanya",2025-10-27 06:17:56,0,,,"secara design karakter saya sangat menyukai nya, walau sistem gacha terlalu mahal tapi itu tidak akan memengaruhi jalan ceritanya","secara design karakter saya sangat menyukai nya, walau sistem gacha terlalu mahal tapi itu tidak akan memengaruhi jalan ceritanya"
Pengguna Google,5,"gamenya bagus menurut gua, tolong dong bikin murah dikit gachanya🗿",2025-10-27 06:15:55,0,,,"gamenya bagus menurut gua, tolong dong bikin murah dikit gachanya🗿","gamenya bagus menurut gua, tolong dong bikin murah dikit gachanya🗿"
Pengguna Google,1,"game ampas, resource susah didapat, gacha juga ampas! game kikir! game gak guna! skins bahkan gak ada yang jualan paha ayam!!!",2025-10-27 06:12:16,0,,,"game ampas, resource susah didapat, gacha juga ampas! game kikir! game gak guna! skins bahkan gak ada yang jualan paha ayam!!!","game ampas, resource susah didapat, gacha juga ampas! game kikir! game gak guna! skins bahkan gak ada yang jualan paha ayam!!!"
Pengguna Google,5,tetap dukung game ini karena saya lumayan suka sama gameplay juga design char anime-style nya lumayan lucu kayak BA,2025-10-27 05:54:30,0,,,tetap dukung game ini karena saya lumayan suka sama gameplay juga design char anime-style nya lumayan lucu kayak BA,tetap dukung game ini karena saya lumayan suka sama gameplay juga design char anime-style nya lumayan lucu kayak BA
Pengguna Google,5,bagus,2025-10-27 05:53:25,0,,,bagus,bagus
Pengguna Google,1,"ngotak dong masa built treker susah banget, kikir gak usah bikin game lah yostar",2025-10-27 05:49:01,0,,,"ngotak dong masa built treker susah banget, kikir gak usah bikin game lah yostar","ngotak dong masa built treker susah banget, kikir gak usah bikin game lah yostar"
Pengguna Google,5,good game,2025-10-27 05:37:54,0,,,good game,good game
Pengguna Google,1,Game nya Kikir Bet Anj,2025-10-27 05:31:49,0,,,Game nya Kikir Bet Anj,Game nya Kikir Bet Anj
Pengguna Google,5,semoga kedepannya lebih baik lagi.,2025-10-27 05:29:31,0,,,semoga kedepannya lebih baik lagi.,semoga kedepannya lebih baik lagi.
Pengguna Google,5,"boleh lah, tambahin subtitle Indonesia please 😅",2025-10-27 05:26:12,1,,,"boleh lah, tambahin subtitle Indonesia please 😅","boleh lah, tambahin subtitle Indonesia please 😅"
Pengguna Google,5,thats enough for me,2025-10-27 05:25:34,0,,,thats enough for me,thats enough for me
Pengguna Google,5,seret gacha nya,2025-10-27 05:25:18,13,,,seret gacha nya,seret gacha nya
Pengguna Google,5,🙏🙏😭😭,2025-10-27 05:15:57,0,,,🙏🙏😭😭,🙏🙏😭😭
Pengguna Google,5,sistem gacha busuk dan currency nya mahal banget minimal kek blue archive bansos banyak hadeh kikir okelah tapi bansos perbanyak dan bisa spray,2025-10-27 05:13:42,0,,,sistem gacha busuk dan currency nya mahal banget minimal kek blue archive bansos banyak hadeh kikir okelah tapi bansos perbanyak dan bisa spray,sistem gacha busuk dan currency nya mahal banget minimal kek blue archive bansos banyak hadeh kikir okelah tapi bansos perbanyak dan bisa spray
Pengguna Google,5,itu yang ngatain kikir karena gacha ny ampas tuh 😂😹,2025-10-27 05:11:07,0,,,itu yang ngatain kikir karena gacha ny ampas tuh 😂😹,itu yang ngatain kikir karena gacha ny ampas tuh 😂😹
Pengguna Google,5,terima kasih game baik🥰,2025-10-27 05:03:23,0,,,terima kasih game baik🥰,terima kasih game baik🥰
Pengguna Google,5,Gamenya bagus cuman rate gacha characternya kecil btw Chitose my istri😡,2025-10-27 04:59:47,0,,,Gamenya bagus cuman rate gacha characternya kecil btw Chitose my istri😡,Gamenya bagus cuman rate gacha characternya kecil btw Chitose my istri😡
Pengguna Google,1,What happen to SEA Server man???,2025-10-27 04:50:38,0,,,What happen to SEA Server man???,What happen to SEA Server man???
