username,rating,text,date,thumbsUp,replyContent,replyDate,translated_text,clean_text,sentiment,word_count
Pengguna Google,1,cuihh game kikir😛,2025-10-22 16:06:14,1,,,cuihh game kikir😛,cuihh game kikir,Negatif,3
Pengguna Google,1,"Meh, gacha nya terlalu sulit jika dibandingkan dengan game lain",2025-10-22 16:05:31,1,,,"Meh, gacha nya terlalu sulit jika dibandingkan dengan game lain",meh gacha nya terlalu sulit banding game,Negatif,10
Pengguna Google,1,"gacha system is very bad, the devs is so greedy",2025-10-22 16:03:28,1,,,"gacha system is very bad, the devs is so greedy",gacha system is very bad the devs is so greedy,Negatif,10
Pengguna Google,5,"ya wajar sih masih baru gamenya jadi banyak yang komplain wkwkwkk kalo gue mah dukung dulu dan liat perkembangannya bagus atau gak. jadi jangan komplain dulu, kasih waktu 1 bulan atau 2 bulan baru komplain😊",2025-10-22 16:02:23,0,,,"ya wajar sih masih baru gamenya jadi banyak yang komplain wkwkwkk kalo gue mah dukung dulu dan liat perkembangannya bagus atau gak. jadi jangan komplain dulu, kasih waktu 1 bulan atau 2 bulan baru komplain😊",wajar sih baru gamenya jadi banyak komplain wkwkwkk kalo gue mah dukung dulu liat kembang bagus gak jadi jangan komplain dulu kasih waktu bulan bulan baru komplain,Positif,35
Pengguna Google,1,Greedy,2025-10-22 16:02:22,1,,,Greedy,greedy,Negatif,1
Pengguna Google,1,"Gacha lu kemahalan, minimal 2k satu kli multi gacha, udah boros energi.. sisanya bagus udah itu aj",2025-10-22 16:01:54,0,,,"Gacha lu kemahalan, minimal 2k satu kli multi gacha, udah boros energi.. sisanya bagus udah itu aj",gacha lu mahal minimal k satu kli multi gacha udah boros energi sisa bagus udah aj,Negatif,17
Pengguna Google,1,bad gacha rate,2025-10-22 16:01:44,1,,,bad gacha rate,bad gacha rate,Negatif,3
Pengguna Google,1,"Karakternya kurang penekanan, tidak ada unsur emosi di dalam game nya, story terlalu monoton. Yang menonjol hanya fan service dari karakternya saja. Game porno",2025-10-22 16:01:39,1,,,"Karakternya kurang penekanan, tidak ada unsur emosi di dalam game nya, story terlalu monoton. Yang menonjol hanya fan service dari karakternya saja. Game porno",karakter kurang tekan ada unsur emosi dalam game nya story terlalu monoton tonjol fan service karakter game porno,Negatif,24
Pengguna Google,1,game burik,2025-10-22 16:01:03,1,,,game burik,game burik,Negatif,2
Pengguna Google,1,EoS When?,2025-10-22 16:00:51,1,,,EoS When?,eos when,Negatif,2
Pengguna Google,1,kikir asw,2025-10-22 16:00:39,1,,,kikir asw,kikir asw,Negatif,2
Pengguna Google,1,Cuih...,2025-10-22 15:59:52,1,,,Cuih...,cuih,Negatif,1
Pengguna Google,5,"Hello development, I really enjoy the game you released, but I want you to know that the gacha system in the Stella Soraa game is too expensive and not balanced with the gem income.",2025-10-22 15:59:10,0,,,"Hello development, I really enjoy the game you released, but I want you to know that the gacha system in the Stella Soraa game is too expensive and not balanced with the gem income.",hello development i really enjoy the game you released but i want you to know that the gacha system in the stella soraa game is too expensive and not balanced with the gem income,Positif,34
Pengguna Google,5,"Sebenerny bagus² aja gameny, cuma klo pake Tiket dh banyak kasih ★5 lah ini ampas ajg 50 pull",2025-10-22 15:58:27,0,,,"Sebenerny bagus² aja gameny, cuma klo pake Tiket dh banyak kasih ★5 lah ini ampas ajg 50 pull",sebenerny bagus aja gameny cuma klo pake tiket dh banyak kasih lah ampas ajg pull,Positif,18
Pengguna Google,1,"terlalu kikir, nggak ngotak",2025-10-22 15:58:23,1,,,"terlalu kikir, nggak ngotak",terlalu kikir ngotak,Negatif,4
Pengguna Google,1,game ampas,2025-10-22 15:58:17,0,,,game ampas,game ampas,Negatif,2
Pengguna Google,5,dari segi game play si udah oke story nya bagus dan karakter yang cantik dan lucu lucu semua cuma yang minus nya itu ada di gacha nya yang mahal dan event nya yang sedikit tapi kalo untuk event saya masih memaklumkan karena game ini masih baru tapi untuk kedepannya tolong perbanyak event dan bansos,2025-10-22 15:57:18,0,,,dari segi game play si udah oke story nya bagus dan karakter yang cantik dan lucu lucu semua cuma yang minus nya itu ada di gacha nya yang mahal dan event nya yang sedikit tapi kalo untuk event saya masih memaklumkan karena game ini masih baru tapi untuk kedepannya tolong perbanyak event dan bansos,segi game play si udah oke story nya bagus karakter cantik lucu lucu semua cuma minus nya ada gacha nya mahal event nya sedikit kalo event masih maklum game masih baru untuk depan banyak event bansos,Positif,54
Pengguna Google,5,Kikir bet anying😹,2025-10-22 15:57:09,0,,,Kikir bet anying😹,kikir bet anying,Positif,3
Pengguna Google,1,"The game is too expensive for 10x gacha, the character rate up is too hard, it is very hard to get stellanite.",2025-10-22 15:56:55,1,,,"The game is too expensive for 10x gacha, the character rate up is too hard, it is very hard to get stellanite.",the game is too expensive for x gacha the character rate up is too hard it is very hard to get stellanite,Negatif,22
Pengguna Google,1,kikir,2025-10-22 15:56:54,2,,,kikir,kikir,Negatif,1
Pengguna Google,1,"sistem gacha kacau, hadiah daily dikit banget",2025-10-22 15:56:11,1,,,"sistem gacha kacau, hadiah daily dikit banget",sistem gacha kacau hadiah daily dikit banget,Negatif,7
Pengguna Google,1,"perbaiki dulu sistem Gachanya terlalu kemahalan!!! samain aja seperti Blue Archive. udah gitu butuh sinyal tinggi kalo sinyal hilang dikit langsung kembali ke awal.. proges main jadi terhambat, padahal gue main blue archive atau Honkai Star rail lancar lancar aja. ""Intinya sering Close dan Gacha terlalu MAHAL!!!""",2025-10-22 15:55:52,4,,,"perbaiki dulu sistem Gachanya terlalu kemahalan!!! samain aja seperti Blue Archive. udah gitu butuh sinyal tinggi kalo sinyal hilang dikit langsung kembali ke awal.. proges main jadi terhambat, padahal gue main blue archive atau Honkai Star rail lancar lancar aja. ""Intinya sering Close dan Gacha terlalu MAHAL!!!""",baik dulu sistem gachanya terlalu mahal samain aja blue archive udah gitu butuh sinyal tinggi kalo sinyal hilang dikit langsung ke awal proges main jadi hambat padahal gue main blue archive honkai star rail lancar lancar aja inti sering close gacha terlalu mahal,Negatif,47
Pengguna Google,1,Ayo end of service!,2025-10-22 15:55:12,0,,,Ayo end of service!,ayo end of service,Negatif,4
Pengguna Google,1,di goreng GPU wak,2025-10-22 15:55:04,1,,,di goreng GPU wak,goreng gpu wak,Negatif,4
Pengguna Google,1,ADJUST YOUR GACHA SYSTEM,2025-10-22 15:53:57,1,,,ADJUST YOUR GACHA SYSTEM,adjust your gacha system,Negatif,4
Pengguna Google,1,jelek,2025-10-22 15:53:29,1,,,jelek,jelek,Negatif,1
Pengguna Google,1,kikir,2025-10-22 15:52:54,1,,,kikir,kikir,Negatif,1
Pengguna Google,1,game bagus sih tapi gatcha nya gini amat,2025-10-22 15:52:07,1,,,game bagus sih tapi gatcha nya gini amat,game bagus sih gatcha nya gin,Negatif,8
Pengguna Google,1,kikir,2025-10-22 15:51:41,0,,,kikir,kikir,Negatif,1
Pengguna Google,5,Safhth👍👍👍,2025-10-22 15:50:37,0,,,Safhth👍👍👍,safhth,Positif,1
Pengguna Google,2,"game nya bagus, yang ngeselin adalah masa 1 kali gacha 300 jadi 10x gacha 3000 dong. yang bener aja bang.",2025-10-22 15:48:33,1,,,"game nya bagus, yang ngeselin adalah masa 1 kali gacha 300 jadi 10x gacha 3000 dong. yang bener aja bang.",game nya bagus ngeselin masa kali gacha jadi x gacha dong bener aja bang,Negatif,20
Pengguna Google,1,"tidak tau belum dimainin, katanya si jelek jadi ga jadi maenin",2025-10-22 15:48:01,1,,,"tidak tau belum dimainin, katanya si jelek jadi ga jadi maenin",tau dimainin kata si jelek jadi ga jadi maenin,Negatif,11
Pengguna Google,5,"bodo amat sih sama yg lain, para player miskin modal gratisan.",2025-10-22 15:46:58,0,,,"bodo amat sih sama yg lain, para player miskin modal gratisan.",bodo sih sama yg para player miskin modal gratis,Positif,11
Pengguna Google,5,pls benahin le jan budeg,2025-10-22 15:45:57,2,,,pls benahin le jan budeg,pls benahin le jan budeg,Positif,5
Pengguna Google,1,bad gacha Game in 2025...this is for Developer 👉💩💩💩,2025-10-22 15:45:43,0,,,bad gacha Game in 2025...this is for Developer 👉💩💩💩,bad gacha game in this is for developer,Negatif,9
Pengguna Google,1,gw bisa kasih b5 kalo bansos dan konten konten buat dapatkan bahan gacha di permudah,2025-10-22 15:43:44,1,,,gw bisa kasih b5 kalo bansos dan konten konten buat dapatkan bahan gacha di permudah,gw kasih b kalo bansos konten konten buat dapat bahan gacha mudah,Negatif,15
Pengguna Google,1,adjust your gacha system!,2025-10-22 15:42:56,1,,,adjust your gacha system!,adjust your gacha system,Negatif,4
Pengguna Google,4,"game nya udah bagus, tapi Snapdragon terlalu besar mohon di perkecilkan soalnya smartphone saya Snapdragon nya kecil kalau pencet unlimited langsung keluar layar itu bikin gak nyaman 😓",2025-10-22 15:41:57,0,,,"game nya udah bagus, tapi Snapdragon terlalu besar mohon di perkecilkan soalnya smartphone saya Snapdragon nya kecil kalau pencet unlimited langsung keluar layar itu bikin gak nyaman 😓",game nya udah bagus snapdragon terlalu besar mohon kecil soal smartphone snapdragon nya kecil kalau pencet unlimited langsung keluar layar bikin gak nyaman,Positif,28
Pengguna Google,1,baru kali ini nemu game sekikir ini,2025-10-22 15:41:30,0,,,baru kali ini nemu game sekikir ini,baru kali nemu game kikir,Negatif,7
Pengguna Google,1,"game busuk, dev pelit banget, baru main 2 hari , farmingan sulit",2025-10-22 15:40:25,0,,,"game busuk, dev pelit banget, baru main 2 hari , farmingan sulit",game busuk dev pelit banget baru main hari farmingan sulit,Negatif,12
Pengguna Google,1,"EOS AJA UDAH, HAPUS DARI PLAYSTORE",2025-10-22 15:40:09,0,,,"EOS AJA UDAH, HAPUS DARI PLAYSTORE",eos aja udah hapus playstore,Negatif,6
Pengguna Google,1,ikut yg lagi viral,2025-10-22 15:39:48,1,,,ikut yg lagi viral,ikut yg viral,Negatif,4
Pengguna Google,1,game kikir,2025-10-22 15:39:18,1,,,game kikir,game kikir,Negatif,2
Pengguna Google,1,"game apa ini cok mahal amat summon y,, , gk ngotak, , awal rilis udh minta donatur gede😄😄😄 padahal game y bagus ,, ckckck sayang game sebagus ini d buat cari cuan gede doank gk mentingin player y dulu, , ckckck",2025-10-22 15:38:40,5,,,"game apa ini cok mahal amat summon y,, , gk ngotak, , awal rilis udh minta donatur gede😄😄😄 padahal game y bagus ,, ckckck sayang game sebagus ini d buat cari cuan gede doank gk mentingin player y dulu, , ckckck",game apa cok mahal summon y gk ngotak awal rilis udh minta donatur gede padahal game y bagus ckckck sayang game bagus d buat cari cuan gede doank gk mentingin player y dulu ckckck,Negatif,41
Pengguna Google,1,Please make pity gacha and resources easier to get,2025-10-22 15:38:07,2,,,Please make pity gacha and resources easier to get,please make pity gacha and resources easier to get,Negatif,9
Pengguna Google,1,Awful currency,2025-10-22 15:37:03,0,,,Awful currency,awful currency,Negatif,2
Pengguna Google,1,Yostar puqimak,2025-10-22 15:36:15,0,,,Yostar puqimak,yostar puqimak,Negatif,2
Pengguna Google,1,GAME KIKIRRRRRRRRR SEKALI PULL 300 ITU APAAN WOY,2025-10-22 15:36:05,1,,,GAME KIKIRRRRRRRRR SEKALI PULL 300 ITU APAAN WOY,game kikirrrrrrrrr sekali pull apa woy,Negatif,8
Pengguna Google,1,"mau speedrun eos apa mau nyaingin raja kikir? benerin dlu dah itu sistem gachanya, seret banget anjir pengen gacha aja nyari bahan dikit banget, udh kekumpul malah ga dapet, dikira semua orng punya keberuntungan buat dapetin apa yang dimau🙂",2025-10-22 15:34:53,6,,,"mau speedrun eos apa mau nyaingin raja kikir? benerin dlu dah itu sistem gachanya, seret banget anjir pengen gacha aja nyari bahan dikit banget, udh kekumpul malah ga dapet, dikira semua orng punya keberuntungan buat dapetin apa yang dimau🙂",mau speedrun eos apa mau nyaingin raja kikir benerin dlu dah sistem gachanya seret banget anjir ken gacha aja nyari bahan dikit banget udh kumpul malah ga dapet kira semua orng punya untung buat dapetin apa mau,Negatif,39
Pengguna Google,1,mahal bngt gachanya,2025-10-22 15:34:44,0,,,mahal bngt gachanya,mahal bngt gachanya,Negatif,3
Pengguna Google,5,"semoga aja kedepannya bisa lebih baik lagi ini game seru dari segi gameplay, character banyak kawaii story ok, cuma sistem gacha tolong di kurangi/permudah cara dapetin cristalnya trus sama energi yg sulit di cari buat naikin LV characternya!",2025-10-22 15:34:24,0,,,"semoga aja kedepannya bisa lebih baik lagi ini game seru dari segi gameplay, character banyak kawaii story ok, cuma sistem gacha tolong di kurangi/permudah cara dapetin cristalnya trus sama energi yg sulit di cari buat naikin LV characternya!",moga aja depan lebih baik ini game seru segi gameplay character banyak kawaii story cuma sistem gacha kurang mudah cara dapetin cristalnya trus sama energi yg sulit di cari buat naikin lv characternya,Positif,38
Pengguna Google,1,Gacha terlalu mahal,2025-10-22 15:34:20,1,,,Gacha terlalu mahal,gacha terlalu mahal,Negatif,3
Pengguna Google,1,game jelek,2025-10-22 15:33:59,0,,,game jelek,game jelek,Negatif,2
Pengguna Google,5,menurut ku samain aja gacha nya kyk blue archive,2025-10-22 15:33:58,0,,,menurut ku samain aja gacha nya kyk blue archive,ku samain aja gacha nya kyk blue archive,Positif,9
Pengguna Google,1,"awal ny excited sama grafik dan story makin kesini ko ga wajar sistem gacha nya,ayo lah yostar potensi game ini bagus😃",2025-10-22 15:33:05,4,,,"awal ny excited sama grafik dan story makin kesini ko ga wajar sistem gacha nya,ayo lah yostar potensi game ini bagus😃",awal ny excited sama grafik story makin kesini ko ga wajar sistem gacha nya ayo lah yostar potensi game bagus,Negatif,21
Pengguna Google,1,"ini GM bagus,jujur gw pen lama maenin GM ini tapi sayang banget Sistem Gachanya kemahalan jir, Monthly jg dapat dikit,tolong Listen para Player",2025-10-22 15:33:05,0,,,"ini GM bagus,jujur gw pen lama maenin GM ini tapi sayang banget Sistem Gachanya kemahalan jir, Monthly jg dapat dikit,tolong Listen para Player",gm bagus jujur gw pen lama maenin gm tapi sayang banget sistem gachanya mahal jir monthly jg dikit listen player,Negatif,23
Pengguna Google,1,"turunkan harga gacha, masa 2 hari langsung end game jir , bikin betah awal doang",2025-10-22 15:32:13,0,,,"turunkan harga gacha, masa 2 hari langsung end game jir , bikin betah awal doang",turun harga gacha masa hari langsung end game jir bikin betah awal doang,Negatif,15
Pengguna Google,1,kikir,2025-10-22 15:31:33,1,,,kikir,kikir,Negatif,1
Pengguna Google,1,"3000 dust for 10x pull? wow, this game is too Scam. think about it Dev",2025-10-22 15:31:12,1,,,"3000 dust for 10x pull? wow, this game is too Scam. think about it Dev",dust for x pull wow this game is too scam think about it dev,Negatif,15
Pengguna Google,5,Thanks for the fun game sy berharap agar dev bisa menyadari kesalahan atau setidaknya menjelaskan knp bisa mereka melakukan itu agar semua orang bisa mengerti. mungkin kedepannya ada mode buat farm gemnya atau bagaimana,2025-10-22 15:31:06,0,,,Thanks for the fun game sy berharap agar dev bisa menyadari kesalahan atau setidaknya menjelaskan knp bisa mereka melakukan itu agar semua orang bisa mengerti. mungkin kedepannya ada mode buat farm gemnya atau bagaimana,thanks for the fun game sy harap dev sadar salah tidak jelas knp mereka laku agar semua orang erti mungkin depan mode buat farm gemnya bagaimana,Positif,34
Pengguna Google,5,Sini aku bantu biar cepat bertahan,2025-10-22 15:30:59,0,,,Sini aku bantu biar cepat bertahan,sini aku bantu biar cepat tahan,Positif,6
Pengguna Google,1,"sangat buruk dalam sistem gacha, padahal di CBT 10 klai gacha hanya membutuhkan 1600, ketika rilis menjadi 3000, 1 jam main semua fitur ke lock, karna tidak ada tambahan stamina, dan gx ada opsi untuk membeli nya di toko",2025-10-22 15:29:49,3,,,"sangat buruk dalam sistem gacha, padahal di CBT 10 klai gacha hanya membutuhkan 1600, ketika rilis menjadi 3000, 1 jam main semua fitur ke lock, karna tidak ada tambahan stamina, dan gx ada opsi untuk membeli nya di toko",sangat buruk sistem gacha padahal cbt klai gacha butuh rilis jadi jam main semua fitur lock karna tambah stamina gx ada opsi beli nya toko,Negatif,39
Pengguna Google,1,"tolong sistem gachanya, aduhh kikir banget",2025-10-22 15:28:42,1,,,"tolong sistem gachanya, aduhh kikir banget",sistem gachanya aduhh kikir banget,Negatif,6
Pengguna Google,1,Sangat kikir ygy,2025-10-22 15:25:40,1,,,Sangat kikir ygy,sangat kikir ygy,Negatif,3
Pengguna Google,1,"Come on, don't be so stingy.",2025-10-22 15:24:19,0,,,"Come on, don't be so stingy.",come on don t be so stingy,Negatif,6
Pengguna Google,1,game kikir😹,2025-10-22 15:24:12,0,,,game kikir😹,game kikir,Negatif,2
Pengguna Google,1,PERBAIKI SISTEM GACHAMU PERBANYAK REWARD INGAMENYA,2025-10-22 15:24:04,1,,,PERBAIKI SISTEM GACHAMU PERBANYAK REWARD INGAMENYA,baik sistem gachamu banyak reward ingamenya,Negatif,6
Pengguna Google,1,game kikir,2025-10-22 15:23:16,1,,,game kikir,game kikir,Negatif,2
Pengguna Google,1,perbaiki sistem gacha kalau gk mau cepet tutup,2025-10-22 15:22:12,0,,,perbaiki sistem gacha kalau gk mau cepet tutup,baik sistem gacha kalau gk mau cepet tutup,Negatif,8
Pengguna Google,1,plis yostar kalau kikir ngotak dikit,2025-10-22 15:21:47,0,,,plis yostar kalau kikir ngotak dikit,plis yostar kalau kikir ngotak dikit,Negatif,6
Pengguna Google,1,gachanya terlalu mahal,2025-10-22 15:18:22,0,,,gachanya terlalu mahal,gachanya terlalu mahal,Negatif,3
Pengguna Google,1,Dev Tolol,2025-10-22 15:18:22,0,,,Dev Tolol,dev tolol,Negatif,2
Pengguna Google,1,game kikir,2025-10-22 15:18:12,1,,,game kikir,game kikir,Negatif,2
Pengguna Google,1,kapitalis,2025-10-22 15:17:57,0,,,kapitalis,kapitalis,Negatif,1
Pengguna Google,1,greedy,2025-10-22 15:16:39,1,,,greedy,greedy,Negatif,1
Pengguna Google,1,GACHA MAHAL,2025-10-22 15:16:27,1,,,GACHA MAHAL,gacha mahal,Negatif,2
Pengguna Google,1,WOI DENGERIN PLAYER ITU GAME LU SPEED RUN EOS,2025-10-22 15:16:13,1,,,WOI DENGERIN PLAYER ITU GAME LU SPEED RUN EOS,woi dengerin player game lu speed run eos,Negatif,9
Pengguna Google,1,gacha mahal,2025-10-22 15:15:42,1,,,gacha mahal,gacha mahal,Negatif,2
Pengguna Google,1,"Game nya banyak bug. Selalu reconnect saat berada di stage. Untuk resource nya sedikit banget, apalagi ada batasan stamina yang membuat playernya tidak bisa mengupgrade dengan cepat. Ditambah lagi sistem gacha nya sangat amat mahal. Dulu pas cbt masih di kisaran 1500 = 10× pull, lah sekarang harga gachanya nambah 2× lipat menjadi 3000 = 10× pull. Itu sungguh sangat tidak menguntungkan untuk player F2P. Bahkan untuk P2W di game ini, sangat amat tidak menguntungkan sama sekali.",2025-10-22 15:15:40,28,,,"Game nya banyak bug. Selalu reconnect saat berada di stage. Untuk resource nya sedikit banget, apalagi ada batasan stamina yang membuat playernya tidak bisa mengupgrade dengan cepat. Ditambah lagi sistem gacha nya sangat amat mahal. Dulu pas cbt masih di kisaran 1500 = 10× pull, lah sekarang harga gachanya nambah 2× lipat menjadi 3000 = 10× pull. Itu sungguh sangat tidak menguntungkan untuk player F2P. Bahkan untuk P2W di game ini, sangat amat tidak menguntungkan sama sekali.",game nya banyak bug selalu reconnect ada stage resource nya sedikit banget ada batas stamina buat playernya bisa mengupgrade cepat tambah sistem gacha nya sangat mahal dulu pas cbt kisar pull lah sekarang harga gachanya nambah lipat jadi pull sungguh sangat untung player fp bahkan pw di game sangat tidak untung sama sekali,Negatif,77
Pengguna Google,1,kikir,2025-10-22 15:15:27,0,,,kikir,kikir,Negatif,1
Pengguna Google,1,kikir jing,2025-10-22 15:15:12,0,,,kikir jing,kikir jing,Negatif,2
Pengguna Google,1,"kikir, buat sekali gacha butuh 300 Stellanite Dust, alamak mahal nyo, bansosnya pula dikit kali, mau naikin lvl skill/lvl karakter juga butuh banyak Vigor..... memang butuh BANYAK intinya kita butuh banyak bansos dan turunkan harga gacha, dari 300 Stellanite Dust, menjadi 150 Stellanite Dust saja... tolong ini terlalu hard dan kikir",2025-10-22 15:14:23,0,,,"kikir, buat sekali gacha butuh 300 Stellanite Dust, alamak mahal nyo, bansosnya pula dikit kali, mau naikin lvl skill/lvl karakter juga butuh banyak Vigor..... memang butuh BANYAK intinya kita butuh banyak bansos dan turunkan harga gacha, dari 300 Stellanite Dust, menjadi 150 Stellanite Dust saja... tolong ini terlalu hard dan kikir",kikir buat sekali gacha butuh stellanite dust alamak mahal nyo bansosnya dikit kali mau naikin lvl skill lvl karakter butuh banyak vigor memang butuh banyak inti butuh banyak bansos turun harga gacha stellanite dust jadi stellanite dust tolong terlalu hard kikir,Negatif,51
Pengguna Google,1,game kikir 11/12 sama Genshin tidak rimspek👎,2025-10-22 15:14:02,0,,,game kikir 11/12 sama Genshin tidak rimspek👎,game kikir sama genshin rimspek,Negatif,7
Pengguna Google,4,pliss lah kenapa setiap ghaca aku selalu ampas gak di blue archive sekarang di Stella sora..😭😭 .ehe😅,2025-10-22 15:13:50,0,,,pliss lah kenapa setiap ghaca aku selalu ampas gak di blue archive sekarang di Stella sora..😭😭 .ehe😅,pliss lah tiap ghaca aku selalu ampas gak blue archive sekarang stella sora ehe,Positif,17
Pengguna Google,1,ngumpulin item gacha setengah mati... ngumpulin energi buat resource seret.. hadiah event receh.. njaay lebih kikir dari game sebelah,2025-10-22 15:13:31,1,,,ngumpulin item gacha setengah mati... ngumpulin energi buat resource seret.. hadiah event receh.. njaay lebih kikir dari game sebelah,ngumpulin item gacha tengah mati ngumpulin energi buat resource seret hadiah event receh njaay lebih kikir game belah,Negatif,19
Pengguna Google,5,game nya asik coy,2025-10-22 15:13:18,0,,,game nya asik coy,game nya asik coy,Positif,4
Pengguna Google,1,"tolong dengarkan kritikan mereka wahai yostar , ini game udah bagus. pls jangan egois",2025-10-22 15:12:49,1,,,"tolong dengarkan kritikan mereka wahai yostar , ini game udah bagus. pls jangan egois",dengar kritik wahai yostar game udah bagus pls jangan egois,Negatif,14
Pengguna Google,1,Kecewa parah ama gachanya,2025-10-22 15:12:45,0,,,Kecewa parah ama gachanya,kecewa parah ama gachanya,Negatif,4
Pengguna Google,1,kikir anj,2025-10-22 15:12:26,0,,,kikir anj,kikir anj,Negatif,2
Pengguna Google,2,sering force close. tlg diperbaiki.,2025-10-22 15:11:54,0,,,sering force close. tlg diperbaiki.,sering force close tlg baik,Negatif,5
Pengguna Google,1,Gamenya seru tapi kikir banget.. Gacha 3000 sekali multi? dengan resource dikit,2025-10-22 15:11:36,0,,,Gamenya seru tapi kikir banget.. Gacha 3000 sekali multi? dengan resource dikit,gamenya seru kikir banget gacha sekali multi resource dikit,Negatif,12
Pengguna Google,1,"Maaf ya, tapi game ini sungguh menyedihkan.",2025-10-22 15:10:16,1,,,"Maaf ya, tapi game ini sungguh menyedihkan.",maaf tapi game sungguh sedih,Negatif,7
Pengguna Google,1,sampah,2025-10-22 15:08:51,0,,,sampah,sampah,Negatif,1
Pengguna Google,1,"game ga jelas gacha terlalu mahal, skin cuma walpaper bukan 3D nya, semoga EOS dalam 2 Minggu dah.!!!",2025-10-22 15:06:43,2,,,"game ga jelas gacha terlalu mahal, skin cuma walpaper bukan 3D nya, semoga EOS dalam 2 Minggu dah.!!!",game ga jelas gacha terlalu mahal skin cuma walpaper bukan d nya moga eos minggu dah,Negatif,18
Pengguna Google,3,"game ini memiliki visual yang mantap, memang layak digadang² sebagai penerus blue archieve. Gameplay yg unik dan seru, layak untuk dimainkan. Tapi untuk gacha disini nominalnya terlalu besar, 300 untuk sekali pull? itu nominal yang tidak kecil, mohon perhatiannya supaya diturunkan nominalnya agar tidak memberatkan dan juga ruang untuk farming disini sangat sedikit, energi yang minim dan cepat terkuras. Sekian kritik dari saya, semoga kritik saya ini dapat membantu👍🏻",2025-10-22 15:05:43,0,,,"game ini memiliki visual yang mantap, memang layak digadang² sebagai penerus blue archieve. Gameplay yg unik dan seru, layak untuk dimainkan. Tapi untuk gacha disini nominalnya terlalu besar, 300 untuk sekali pull? itu nominal yang tidak kecil, mohon perhatiannya supaya diturunkan nominalnya agar tidak memberatkan dan juga ruang untuk farming disini sangat sedikit, energi yang minim dan cepat terkuras. Sekian kritik dari saya, semoga kritik saya ini dapat membantu👍🏻",game milik visual mantap memang layak gadang terus blue archieve gameplay yg unik seru layak main gacha sini nominal terlalu besar sekali pull nominal tidak kecil mohon perhati turun nominal tidak berat juga ruang untuk farming sini sangat sedikit energi minim cepat kuras sekian kritik moga kritik saya ini bantu,Netral,69
Pengguna Google,1,yostar please give more rewards its to tiny for the new game,2025-10-22 15:03:08,1,,,yostar please give more rewards its to tiny for the new game,yostar please give more rewards its to tiny for the new game,Negatif,12
Pengguna Google,1,ga balance gamenya,2025-10-22 15:02:55,1,,,ga balance gamenya,ga balance gamenya,Negatif,3
Pengguna Google,1,GAME KIKIR,2025-10-22 15:01:04,0,,,GAME KIKIR,game kikir,Negatif,2
Pengguna Google,1,really greedy,2025-10-22 14:58:03,0,,,really greedy,really greedy,Negatif,2
Pengguna Google,1,gk compatible 🗿,2025-10-22 14:58:01,0,,,gk compatible 🗿,gk compatible,Negatif,3
Pengguna Google,1,"for the first time in this game, even spending won't do much. gacha is 300 meanwhile the other is just 160, no soft pity, even monthly pass will not do much, gacha so expensive but how to get the gacha currency is very very low, sum up? tribe nine part 2",2025-10-22 14:56:28,4,,,"for the first time in this game, even spending won't do much. gacha is 300 meanwhile the other is just 160, no soft pity, even monthly pass will not do much, gacha so expensive but how to get the gacha currency is very very low, sum up? tribe nine part 2",for the first time in this game even spending won t do much gacha is meanwhile the other is just no soft pity even monthly pass will not do much gacha so expensive but how to get the gacha currency is very very low sum up tribe nine part,Negatif,51
Pengguna Google,1,kikir sekali ini game,2025-10-22 14:56:22,1,,,kikir sekali ini game,kikir sekali game,Negatif,4
Pengguna Google,5,"good game, bad in stamina and gacha",2025-10-22 14:56:19,0,,,"good game, bad in stamina and gacha",good game bad in stamina and gacha,Positif,7
Pengguna Google,1,apaan 3000 buat sekali gacha wow,2025-10-22 14:56:11,1,,,apaan 3000 buat sekali gacha wow,apa buat sekali gacha wow,Negatif,6
Pengguna Google,2,njir parah lu min,2025-10-22 14:56:11,0,,,njir parah lu min,njir parah lu min,Negatif,4
Pengguna Google,1,adjust gacha,2025-10-22 14:54:52,1,,,adjust gacha,adjust gacha,Negatif,2
Pengguna Google,3,moga aja bisa berbenah lagi,2025-10-22 14:52:17,0,,,moga aja bisa berbenah lagi,moga aja benah,Netral,5
Pengguna Google,1,"It would be a shame if many people abandoned this game. It's actually quite a pretty and good game, but unfortunately, the gacha and pity system are very unfriendly, which has disappointed many players. Many say this game is stingy, that's the impression given by players on the first day of release. So don't be stingy, or you will be abandoned by players because there are many games that are more generous than this game and are more friendly to players.",2025-10-22 14:52:05,4,,,"It would be a shame if many people abandoned this game. It's actually quite a pretty and good game, but unfortunately, the gacha and pity system are very unfriendly, which has disappointed many players. Many say this game is stingy, that's the impression given by players on the first day of release. So don't be stingy, or you will be abandoned by players because there are many games that are more generous than this game and are more friendly to players.",it would be a shame if many people abandoned this game it s actually quite a pretty and good game but unfortunately the gacha and pity system are very unfriendly which has disappointed many players many say this game is stingy that s the impression given by players on the first day of release so don t be stingy or you will be abandoned by players because there are many games that are more generous than this game and are more friendly to players,Negatif,81
Pengguna Google,1,kikir,2025-10-22 14:52:02,0,,,kikir,kikir,Negatif,1
